"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.138831265571084,0.0134530272963691,0.000651812625536381,2.10539823465755e-05,5.10043249336964e-07,9.8848421894501e-09,1.59643496307016e-10,2.20996772559178e-12,2.67687865681618e-14
"2",0.247341782741443,0.0372948819384419,0.00245267927594328,0.000100079876124398,2.9297490343959e-06,6.65719265215768e-08,1.23330639415465e-09,1.926209628441e-11,2.59834912000294e-13
"3",0.220332060066077,0.045093944377005,0.00397488914740966,0.000206872400859063,7.41335425418261e-06,1.99921436549321e-07,4.29388209316909e-09,7.63536823703932e-11,1.15598377497269e-12
"4",0.130847866071241,0.0338299756920184,0.00380347020051709,0.000250043126062317,1.10220470624389e-05,3.55939186544092e-07,8.94707957243518e-09,1.82739546054255e-10,3.12966535965162e-12
"5",0.0582796395481307,0.0182080236871357,0.00250593429895522,0.000202646787955265,1.09098797224168e-05,4.23047910114678e-07,1.2527035809841e-08,2.96108682931651e-10,5.77942794717188e-12
"6",0.0207662011637899,0.00760678214395683,0.0012424867145683,0.000120318034903002,7.7779834952871e-06,3.60197030146798e-07,1.25856456164722e-08,3.46013501008182e-10,7.74425714800446e-12
"7",0.00616617733223469,0.00259094563036506,0.000490636629300314,5.56049801102429e-05,4.23451080628037e-06,2.31394462759354e-07,9.49988999036977e-09,3.04100686450635e-10,7.83539809177735e-12
"8",0.00156938021930133,0.000743992108841275,0.0001604047790861,2.08805721653519e-05,1.8402784161674e-06,1.16962857884306e-07,5.59106915213775e-09,2.07674031816573e-10,6.16448379077898e-12
"9",0.000349500974838407,0.000184518428235403,4.46494916144882e-05,6.57484046667275e-06,6.60381208835577e-07,4.81295892360316e-08,2.64859767264934e-09,1.1333764340934e-10,3.86476316648149e-12
